Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.35525271560688E-17,1.78893358460108E-18,0.2,0,0,0,3.2,0.0427733333333333,4.62592926927149E-20,-5.78241158658936E-18,0.0853333333333333,0,0.0427733333333333,0,0,0,0,0,0,package://Obsticle_box/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://Obsticle_box/meshes/base_link.STL,,obsticle-1,Base_frame,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
